GFN,FWE,FIA,FWI,USAGE,LANGUAGES
Fira Sans:italic:100,1,4,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:italic:200,2,4,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:italic:300,2,3,3,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:italic:400,3,3,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:italic:500,4,4,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:italic:600,4,4,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:italic:700,4,4,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:italic:800,5,4,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:italic:900,5,4,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:100,1,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:200,2,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:300,2,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:400,3,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:500,4,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:600,4,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:700,4,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:800,5,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fira Sans:normal:900,5,1,3,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Fjalla One:normal:400,4,1,2,body,latin+latin-ext
Fjord One:normal:400,3,1,4,body,latin
Flamenco:normal:300,1,1,4,header,latin
Flamenco:normal:400,2,1,4,header,latin
Flavors:normal:400,4,1,2,body,latin
Fondamento:italic:400,2,4,4,header,latin+latin-ext
Fondamento:normal:400,2,1,3,header,latin+latin-ext
Fontdiner Swanky:normal:400,3,1,4,header,latin
Forum:normal:400,2,1,4,header,cyrillic+cyrillic-ext+latin+latin-ext
Francois One:normal:400,5,1,2,body,latin+latin-ext+vietnamese
Frank Ruhl Libre:normal:300,2,1,3,?,hebrew+latin+latin-ext
Frank Ruhl Libre:normal:400,3,1,4,?,hebrew+latin+latin-ext
Frank Ruhl Libre:normal:500,3,1,4,?,hebrew+latin+latin-ext
Frank Ruhl Libre:normal:700,4,1,4,?,hebrew+latin+latin-ext
Frank Ruhl Libre:normal:900,4,1,4,?,hebrew+latin+latin-ext
Freckle Face:normal:400,5,1,3,header,latin+latin-ext
Fredericka the Great:normal:400,2,1,4,header,latin
Fredoka One:normal:400,5,1,3,header,latin
Freehand:normal:400,2,5,2,?,khmer
Fresca:normal:400,3,1,3,body,latin+latin-ext
Frijole:normal:400,5,1,4,header,latin
Fruktur:normal:400,5,1,3,header,latin+latin-ext
Fugaz One:normal:400,4,4,4,header,latin
GFS Didot:normal:400,2,1,4,body,greek
GFS Neohellenic:italic:400,3,5,4,header,greek
GFS Neohellenic:italic:700,4,5,4,header,greek
GFS Neohellenic:normal:400,3,1,4,header,greek
GFS Neohellenic:normal:700,4,1,4,header,greek
Gabriela:normal:400,3,1,4,body,cyrillic+cyrillic-ext+latin
Gaegu:normal:300,2,1,4,?,korean+latin
Gaegu:normal:400,2,1,4,?,korean+latin
Gaegu:normal:700,3,1,4,?,korean+latin
Gafata:normal:400,2,1,3,body,latin+latin-ext
Galada:normal:400,5,5,3,header,bengali+latin
Galdeano:normal:400,3,1,3,header,latin
Galindo:normal:400,4,1,4,header,latin+latin-ext
Gamja Flower:normal:400,3,1,3,?,korean+latin
Gentium Basic:italic:400,3,3,3,header,latin+latin-ext
Gentium Basic:italic:700,3,3,4,header,latin+latin-ext
Gentium Basic:normal:400,2,1,3,body,latin+latin-ext
Gentium Basic:normal:700,3,1,4,header,latin+latin-ext
Gentium Book Basic:italic:400,3,3,3,header,latin+latin-ext
Gentium Book Basic:italic:700,4,4,4,header,latin+latin-ext
Gentium Book Basic:normal:400,2,1,4,body,latin+latin-ext
Gentium Book Basic:normal:700,3,1,4,header,latin+latin-ext
Geo:italic:400,3,4,3,header,latin
Geo:normal:400,3,1,3,header,latin
Geostar Fill:normal:400,3,1,6,header,latin
Geostar:normal:400,2,1,6,header,latin
Germania One:normal:400,5,1,2,header,latin
Gidugu:normal:400,4,1,3,header,latin+telugu
Gilda Display:normal:400,2,1,4,header,latin+latin-ext
Give You Glory:normal:400,1,1,3,header,latin
Glass Antiqua:normal:400,3,1,3,body,latin+latin-ext
Glegoo:normal:400,3,1,3,body,devanagari+latin+latin-ext
Glegoo:normal:700,3,1,3,body,devanagari+latin+latin-ext
Gloria Hallelujah:normal:400,2,1,3,header,latin
Goblin One:normal:400,4,1,5,header,latin
Gochi Hand:normal:400,3,1,3,header,latin
Gorditas:normal:400,4,1,4,header,latin
Gorditas:normal:700,5,1,4,header,latin
Gothic A1:normal:100,1,1,3,?,korean+latin
Gothic A1:normal:200,1,1,3,?,korean+latin
Gothic A1:normal:300,2,1,4,?,korean+latin
Gothic A1:normal:400,3,1,3,?,korean+latin
Gothic A1:normal:500,3,1,3,?,korean+latin
Gothic A1:normal:600,3,1,3,?,korean+latin
Gothic A1:normal:700,4,1,3,?,korean+latin
Gothic A1:normal:800,4,1,3,?,korean+latin
Gothic A1:normal:900,5,1,3,?,korean+latin
Goudy Bookletter 1911:normal:400,3,1,4,header,latin
Graduate:normal:400,4,1,3,header,latin
Grand Hotel:normal:400,3,1,3,header,latin+latin-ext
Gravitas One:normal:400,5,1,5,header,latin
Great Vibes:normal:400,2,8,5,header,latin+latin-ext
Griffy:normal:400,3,1,3,header,latin+latin-ext
Gruppo:normal:400,2,1,5,header,latin+latin-ext
Gudea:italic:400,3,4,3,header,latin+latin-ext
Gudea:normal:400,3,1,3,body,latin+latin-ext
Gudea:normal:700,4,1,3,header,latin+latin-ext
Gugi:normal:400,4,1,3,?,korean+latin
Gurajada:normal:400,4,1,3,header,latin+telugu
Habibi:normal:400,2,1,4,body,latin+latin-ext
Halant:normal:300,2,1,3,header,devanagari+latin+latin-ext
Halant:normal:400,2,1,4,body,devanagari+latin+latin-ext
Halant:normal:500,3,1,3,body,devanagari+latin+latin-ext
Halant:normal:600,4,1,4,header,devanagari+latin+latin-ext
Halant:normal:700,4,1,4,header,devanagari+latin+latin-ext
Hammersmith One:normal:400,3,1,3,header,latin+latin-ext
Hanalei Fill:normal:400,6,1,2,header,latin+latin-ext
Hanalei:normal:400,3,1,2,header,latin+latin-ext
Handlee:normal:400,2,1,3,header,latin
Hanuman:normal:400,3,1,1,body,khmer
Hanuman:normal:700,3,1,1,header,khmer
Happy Monkey:normal:400,3,1,4,header,latin+latin-ext
Harmattan:normal:400,3,1,4,?,arabic+latin
Headland One:normal:400,3,1,3,body,latin+latin-ext
Heebo:normal:100,1,1,3,body,hebrew+latin
Heebo:normal:300,2,1,3,body,hebrew+latin
Heebo:normal:400,3,1,3,body,hebrew+latin
Heebo:normal:500,4,1,3,body,hebrew+latin
Heebo:normal:700,5,1,3,body,hebrew+latin
Heebo:normal:800,5,1,3,body,hebrew+latin
Heebo:normal:900,5,1,3,body,hebrew+latin
Henny Penny:normal:400,2,1,3,header,latin
Herr Von Muellerhoff:normal:400,2,9,4,header,latin+latin-ext
Hi Melody:normal:400,3,1,3,?,korean+latin
Hind Guntur:normal:300,3,1,3,?,latin+latin-ext+telugu
Hind Guntur:normal:400,3,1,3,?,latin+latin-ext+telugu
Hind Guntur:normal:500,3,1,3,?,latin+latin-ext+telugu
Hind Guntur:normal:600,4,1,3,?,latin+latin-ext+telugu
Hind Guntur:normal:700,5,1,3,?,latin+latin-ext+telugu
Hind Madurai:normal:300,3,1,3,?,latin+latin-ext+tamil
Hind Madurai:normal:400,3,1,3,?,latin+latin-ext+tamil
Hind Madurai:normal:500,3,1,3,?,latin+latin-ext+tamil
Hind Madurai:normal:600,4,1,3,?,latin+latin-ext+tamil
Hind Madurai:normal:700,5,1,3,?,latin+latin-ext+tamil
Hind Siliguri:normal:300,3,1,3,?,bengali+latin+latin-ext
Hind Siliguri:normal:400,3,1,3,?,bengali+latin+latin-ext
Hind Siliguri:normal:500,3,1,3,?,bengali+latin+latin-ext
Hind Siliguri:normal:600,4,1,3,?,bengali+latin+latin-ext
Hind Siliguri:normal:700,5,1,3,?,bengali+latin+latin-ext
Hind Vadodara:normal:300,3,1,3,?,gujarati+latin+latin-ext
Hind Vadodara:normal:400,3,1,3,?,gujarati+latin+latin-ext
Hind Vadodara:normal:500,3,1,3,?,gujarati+latin+latin-ext
Hind Vadodara:normal:600,4,1,3,?,gujarati+latin+latin-ext
Hind Vadodara:normal:700,5,1,3,?,gujarati+latin+latin-ext
Hind:normal:300,3,1,3,header,devanagari+latin+latin-ext
Hind:normal:400,3,1,3,body,devanagari+latin+latin-ext
Hind:normal:500,3,1,3,body,devanagari+latin+latin-ext
Hind:normal:600,4,1,3,header,devanagari+latin+latin-ext
Hind:normal:700,5,1,3,header,devanagari+latin+latin-ext
Holtwood One SC:normal:400,7,1,4,header,latin
Homemade Apple:normal:400,2,7,2,header,latin
Homenaje:normal:400,4,1,2,header,latin
IBM Plex Mono:italic:100,1,4,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:italic:200,1,4,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:italic:300,2,4,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:italic:400,3,4,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:italic:500,4,4,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:italic:600,4,4,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:italic:700,5,4,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:normal:100,1,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:normal:200,1,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:normal:300,2,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:normal:400,3,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:normal:500,4,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:normal:600,4,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Mono:normal:700,5,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans Condensed:italic:100,1,5,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:italic:200,2,5,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:italic:300,2,5,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:italic:400,3,5,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:italic:500,4,5,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:italic:600,4,5,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:italic:700,4,5,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:normal:100,1,1,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:normal:200,2,1,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:normal:300,2,1,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:normal:400,3,1,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:normal:500,4,1,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:normal:600,4,1,3,?,latin+latin-ext+vietnamese
IBM Plex Sans Condensed:normal:700,4,1,3,?,latin+latin-ext+vietnamese
IBM Plex Sans:italic:100,1,5,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:italic:200,2,5,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:italic:300,2,5,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:italic:400,3,5,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:italic:500,4,5,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:italic:600,4,5,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:italic:700,4,5,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:normal:100,1,1,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:normal:200,2,1,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:normal:300,2,1,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:normal:400,3,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:normal:500,4,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:normal:600,4,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Sans:normal:700,4,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:italic:100,1,6,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:italic:200,2,6,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:italic:300,2,6,3,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:italic:400,3,6,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:italic:500,4,6,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:italic:600,4,6,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:italic:700,4,6,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:normal:100,1,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:normal:200,2,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:normal:300,2,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:normal:400,3,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:normal:500,4,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:normal:600,4,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IBM Plex Serif:normal:700,4,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext+vietnamese
IM Fell DW Pica SC:normal:400,3,1,4,header,latin
IM Fell DW Pica:italic:400,3,7,4,header,latin
IM Fell DW Pica:normal:400,3,1,4,header,latin
IM Fell Double Pica SC:normal:400,2,1,4,header,latin
IM Fell Double Pica:italic:400,3,6,4,header,latin
IM Fell Double Pica:normal:400,3,1,4,body,latin
IM Fell English SC:normal:400,3,1,4,header,latin
IM Fell English:italic:400,3,6,4,header,latin
IM Fell English:normal:400,3,1,4,header,latin
IM Fell French Canon SC:normal:400,3,1,3,header,latin
IM Fell French Canon:italic:400,3,7,4,header,latin
IM Fell French Canon:normal:400,3,1,4,header,latin
IM Fell Great Primer SC:normal:400,2,1,4,header,latin
IM Fell Great Primer:italic:400,3,6,4,header,latin
IM Fell Great Primer:normal:400,3,1,4,header,latin
Iceberg:normal:400,3,1,3,header,latin
Iceland:normal:400,3,1,4,body,latin
Imprima:normal:400,3,1,3,body,latin+latin-ext
Inconsolata:normal:400,3,1,3,header,latin+latin-ext+vietnamese
Inconsolata:normal:700,4,1,3,header,latin+latin-ext+vietnamese
Inder:normal:400,3,1,4,header,latin+latin-ext
Indie Flower:normal:400,2,1,4,header,latin
Inika:normal:400,3,1,3,body,latin+latin-ext
Inika:normal:700,4,1,3,header,latin+latin-ext
Inknut Antiqua:normal:300,3,1,4,body,devanagari+latin+latin-ext
Inknut Antiqua:normal:400,3,1,4,body,devanagari+latin+latin-ext
Inknut Antiqua:normal:500,3,1,4,body,devanagari+latin+latin-ext
Inknut Antiqua:normal:600,3,1,4,header,devanagari+latin+latin-ext
Inknut Antiqua:normal:700,4,1,4,header,devanagari+latin+latin-ext
Inknut Antiqua:normal:800,4,1,4,header,devanagari+latin+latin-ext
Inknut Antiqua:normal:900,4,1,4,header,devanagari+latin+latin-ext
Irish Grover:normal:400,4,1,3,header,latin
Istok Web:italic:400,3,5,4,?,cyrillic+cyrillic-ext+latin+latin-ext
Istok Web:italic:700,3,5,4,header,cyrillic+cyrillic-ext+latin+latin-ext
Istok Web:normal:400,3,1,4,?,cyrillic+cyrillic-ext+latin+latin-ext
Istok Web:normal:700,4,1,4,header,cyrillic+cyrillic-ext+latin+latin-ext
Italiana:normal:400,2,1,3,header,latin
Italianno:normal:400,2,8,5,header,latin+latin-ext
Itim:normal:400,3,1,4,body,latin+latin-ext+thai+vietnamese
Jacques Francois Shadow:normal:400,2,1,4,header,latin
Jacques Francois:normal:400,3,1,4,header,latin
Jaldi:normal:400,3,1,3,body,devanagari+latin+latin-ext
Jaldi:normal:700,5,1,3,body,devanagari+latin+latin-ext
Jim Nightshade:normal:400,2,4,2,header,latin+latin-ext
Jockey One:normal:400,5,1,3,header,latin+latin-ext
Jolly Lodger:normal:400,5,1,2,header,latin+latin-ext
Jomhuria:normal:400,5,1,3,header,arabic+latin+latin-ext
Josefin Sans:italic:100,1,4,4,header,latin+latin-ext+vietnamese
Josefin Sans:italic:300,2,3,5,header,latin+latin-ext+vietnamese
Josefin Sans:italic:400,3,3,5,header,latin+latin-ext+vietnamese
Josefin Sans:italic:600,3,3,5,header,latin+latin-ext+vietnamese
Josefin Sans:italic:700,4,3,5,header,latin+latin-ext+vietnamese
Josefin Sans:normal:100,1,1,4,header,latin+latin-ext+vietnamese
Josefin Sans:normal:300,2,1,5,header,latin+latin-ext+vietnamese
Josefin Sans:normal:400,3,1,5,header,latin+latin-ext+vietnamese
Josefin Sans:normal:600,3,1,5,header,latin+latin-ext+vietnamese
Josefin Sans:normal:700,4,1,5,body,latin+latin-ext+vietnamese
Josefin Slab:italic:100,1,4,4,header,latin
Josefin Slab:italic:300,1,4,5,header,latin
Josefin Slab:italic:400,1,3,5,header,latin
Josefin Slab:italic:600,2,3,5,header,latin
Josefin Slab:italic:700,3,3,5,header,latin
Josefin Slab:normal:100,1,1,4,header,latin
Josefin Slab:normal:300,1,1,5,header,latin
Josefin Slab:normal:400,1,1,5,header,latin
Josefin Slab:normal:600,2,1,5,header,latin
Josefin Slab:normal:700,2,1,5,body,latin
Joti One:normal:400,4,1,3,header,latin+latin-ext
Jua:normal:400,4,1,3,?,korean+latin
Judson:italic:400,3,4,4,header,latin+latin-ext+vietnamese
Judson:normal:400,3,1,4,body,latin+latin-ext+vietnamese
Judson:normal:700,3,1,4,header,latin+latin-ext+vietnamese
Julee:normal:400,3,1,3,header,latin
Julius Sans One:normal:400,2,1,3,header,latin+latin-ext
Junge:normal:400,2,1,4,body,latin
Jura:normal:300,2,1,4,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Jura:normal:400,2,1,4,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Jura:normal:500,2,1,4,header,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Jura:normal:600,3,1,4,body,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Jura:normal:700,3,1,4,?,cyrillic+cyrillic-ext+greek+greek-ext+latin+latin-ext+vietnamese
Just Another Hand:normal:400,3,1,2,header,latin
Just Me Again Down Here:normal:400,2,1,3,header,latin+latin-ext
Kadwa:normal:400,3,1,4,body,devanagari+latin
Kadwa:normal:700,5,1,3,body,devanagari+latin
Kalam:normal:300,2,5,3,header,devanagari+latin+latin-ext
Kalam:normal:400,3,5,3,header,devanagari+latin+latin-ext
Kalam:normal:700,4,5,3,header,devanagari+latin+latin-ext
Kameron:normal:400,3,1,4,body,latin
Kameron:normal:700,5,1,5,header,latin
Kanit:italic:100,1,5,3,body,latin+latin-ext+thai+vietnamese
Kanit:italic:200,2,5,3,body,latin+latin-ext+thai+vietnamese
Kanit:italic:300,3,5,4,body,latin+latin-ext+thai+vietnamese
Kanit:italic:400,3,5,4,body,latin+latin-ext+thai+vietnamese
Kanit:italic:500,4,5,4,body,latin+latin-ext+thai+vietnamese
Kanit:italic:600,5,5,4,body,latin+latin-ext+thai+vietnamese
Kanit:italic:700,5,5,4,body,latin+latin-ext+thai+vietnamese
Kanit:italic:800,6,5,4,body,latin+latin-ext+thai+vietnamese
Kanit:italic:900,6,5,4,body,latin+latin-ext+thai+vietnamese
Kanit:normal:100,1,1,3,body,latin+latin-ext+thai+vietnamese
Kanit:normal:200,2,1,3,body,latin+latin-ext+thai+vietnamese
Kanit:normal:300,3,1,4,body,latin+latin-ext+thai+vietnamese
Kanit:normal:400,3,1,4,body,latin+latin-ext+thai+vietnamese
Kanit:normal:500,4,1,4,body,latin+latin-ext+thai+vietnamese
Kanit:normal:600,5,1,4,body,latin+latin-ext+thai+vietnamese
Kanit:normal:700,5,1,4,body,latin+latin-ext+thai+vietnamese
Kanit:normal:800,6,1,4,body,latin+latin-ext+thai+vietnamese
Kanit:normal:900,6,1,4,body,latin+latin-ext+thai+vietnamese
Kantumruy:normal:300,2,1,1,?,khmer
Kantumruy:normal:400,2,1,1,?,khmer
Kantumruy:normal:700,3,1,1,?,khmer
Karla:italic:400,3,3,3,header,latin+latin-ext
Karla:italic:700,4,2,3,header,latin+latin-ext
Karla:normal:400,3,1,4,body,latin+latin-ext
Karla:normal:700,4,1,4,header,latin+latin-ext
Karma:normal:300,2,1,3,header,devanagari+latin+latin-ext
Karma:normal:400,3,1,3,header,devanagari+latin+latin-ext
Karma:normal:500,3,1,3,body,devanagari+latin+latin-ext
Karma:normal:600,3,1,3,body,devanagari+latin+latin-ext
Karma:normal:700,4,1,3,header,devanagari+latin+latin-ext
Katibeh:normal:400,4,1,4,header,arabic+latin+latin-ext
Kaushan Script:normal:400,3,7,3,header,latin+latin-ext
Kavivanar:normal:400,2,3,3,header,latin+latin-ext+tamil
Kavoon:normal:400,6,1,3,header,latin+latin-ext
Kdam Thmor:normal:400,3,1,1,?,khmer
Keania One:normal:400,5,1,3,header,latin+latin-ext
Kelly Slab:normal:400,3,1,3,body,cyrillic+latin+latin-ext
Kenia:normal:400,5,1,3,body,latin
Khand:normal:300,2,1,2,?,devanagari+latin+latin-ext
Khand:normal:400,3,1,2,?,devanagari+latin+latin-ext
Khand:normal:500,4,1,2,body,devanagari+latin+latin-ext
Khand:normal:600,5,1,2,?,devanagari+latin+latin-ext
Khand:normal:700,6,1,2,?,devanagari+latin+latin-ext
Khmer:normal:400,2,1,1,?,khmer
Khula:normal:300,2,1,3,header,devanagari+latin+latin-ext
Khula:normal:400,3,1,3,body,devanagari+latin+latin-ext
Khula:normal:600,4,1,3,?,devanagari+latin+latin-ext
Khula:normal:700,4,1,3,header,devanagari+latin+latin-ext
Khula:normal:800,5,1,3,header,devanagari+latin+latin-ext
Kirang Haerang:normal:400,3,1,4,?,korean+latin
Kite One:normal:400,2,4,3,header,latin
Knewave:normal:400,5,7,3,header,latin+latin-ext
Kotta One:normal:400,3,3,3,header,latin+latin-ext
Koulen:normal:400,4,1,1,?,khmer
Kranky:normal:400,2,1,4,header,latin
Kreon:normal:300,3,1,3,body,latin
Kreon:normal:400,3,1,3,body,latin
Kreon:normal:700,4,1,3,header,latin
Kristi:normal:400,2,7,1,header,latin
Krona One:normal:400,4,1,4,header,latin+latin-ext
Kurale:normal:400,3,1,4,header,cyrillic+cyrillic-ext+devanagari+latin+latin-ext
La Belle Aurore:normal:400,2,8,4,header,latin
Laila:normal:300,2,1,3,header,devanagari+latin+latin-ext
Laila:normal:400,3,1,3,body,devanagari+latin+latin-ext
Laila:normal:500,3,1,4,body,devanagari+latin+latin-ext
Laila:normal:600,3,1,4,header,devanagari+latin+latin-ext
Laila:normal:700,4,1,4,header,devanagari+latin+latin-ext
Lakki Reddy:normal:400,4,1,3,body,latin+telugu
Lalezar:normal:400,5,1,4,?,arabic+latin+latin-ext+vietnamese
Lancelot:normal:400,2,1,4,body,latin+latin-ext
Lateef:normal:400,3,1,4,body,arabic+latin
Lato:italic:100,1,6,3,header,latin+latin-ext
Lato:italic:300,2,4,3,header,latin+latin-ext
Lato:italic:400,3,3,3,header,latin+latin-ext
Lato:italic:700,4,3,3,header,latin+latin-ext
Lato:italic:900,5,3,3,header,latin+latin-ext
Lato:normal:100,1,1,3,header,latin+latin-ext
Lato:normal:300,2,1,4,header,latin+latin-ext
Lato:normal:400,3,1,3,body,latin+latin-ext
Lato:normal:700,4,1,3,header,latin+latin-ext
Lato:normal:900,5,1,3,header,latin+latin-ext
League Script:normal:400,1,8,5,header,latin
Leckerli One:normal:400,4,4,3,header,latin
Ledger:normal:400,2,1,4,body,cyrillic+latin+latin-ext
Lekton:italic:400,2,4,3,header,latin+latin-ext
Lekton:normal:400,2,1,3,header,latin+latin-ext
Lekton:normal:700,4,1,3,header,latin+latin-ext
Lemon:normal:400,5,4,3,header,latin
Lemonada:normal:300,3,4,3,?,arabic+latin+latin-ext+vietnamese
Lemonada:normal:400,3,4,3,?,arabic+latin+latin-ext+vietnamese
Lemonada:normal:600,4,3,3,?,arabic+latin+latin-ext+vietnamese
Lemonada:normal:700,5,3,4,?,arabic+latin+latin-ext+vietnamese
Libre Barcode 128 Text:normal:400,4,1,1,?,latin
Libre Barcode 128:normal:400,6,1,1,?,latin
Libre Barcode 39 Extended Text:normal:400,4,1,3,?,latin
Libre Barcode 39 Extended:normal:400,6,1,4,?,latin
Libre Barcode 39 Text:normal:400,5,1,1,?,latin
Libre Barcode 39:normal:400,7,1,3,?,latin
Libre Baskerville:italic:400,3,5,4,header,latin+latin-ext
Libre Baskerville:normal:400,3,1,4,body,latin+latin-ext
Libre Baskerville:normal:700,4,1,4,header,latin+latin-ext
Libre Franklin:italic:100,2,4,3,?,latin+latin-ext
Libre Franklin:italic:200,2,4,3,?,latin+latin-ext
Libre Franklin:italic:300,3,4,4,?,latin+latin-ext
Libre Franklin:italic:400,3,4,4,?,latin+latin-ext
Libre Franklin:italic:500,4,3,4,?,latin+latin-ext
Libre Franklin:italic:600,4,4,4,?,latin+latin-ext
Libre Franklin:italic:700,5,3,4,?,latin+latin-ext
Libre Franklin:italic:800,5,4,4,?,latin+latin-ext
Libre Franklin:italic:900,6,4,4,?,latin+latin-ext
Libre Franklin:normal:100,2,1,3,?,latin+latin-ext
Libre Franklin:normal:200,2,1,3,?,latin+latin-ext
Libre Franklin:normal:300,3,1,4,?,latin+latin-ext
Libre Franklin:normal:400,3,1,4,?,latin+latin-ext
Libre Franklin:normal:500,4,1,4,?,latin+latin-ext
Libre Franklin:normal:600,4,1,4,?,latin+latin-ext
Libre Franklin:normal:700,5,1,4,?,latin+latin-ext
